region,PROVINCE,BEINGBULLIED,PERCOMP,PERCOOP,GFOFAIL,EUDMO,SWBP,BELONG,ST207Q01HA,ST207Q02HA,ST207Q03HA,ST207Q04HA,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q04TA,SC017Q01NA,SC017Q03NA,SC161Q01SA
National Capital Region,"NCR, Fourth District",-0.7823,-0.6142,0.6012,1.0671,0.2621,0.0769,-0.9879,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,-0.6142,1.1116,1.1911,1.7411,0.1038,-0.1986,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",0.8233,0.202,0.6012,0.4637,1.1963,1.2386,2.7249,3.0,3.0,4.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.5082,0.6912,-0.1855,-1.059,-0.1652,0.7301,0.0075,4.0,1.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.5346,0.2865,0.9995,-1.4869,1.1963,0.7301,0.3202,4.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.1928,-0.4045,-0.9391,1.8905,-0.4276,-1.1176,-0.5552,3.0,4.0,1.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",,,,,0.2621,-1.3186,-1.0148,,,,,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",0.2907,-0.4686,-1.6004,-0.13,-0.3121,-1.3186,-0.6843,1.0,1.0,1.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.1211,0.6912,0.6012,0.3335,1.243,-0.5928,-0.5665,3.0,2.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",2.1379,0.2865,-0.4213,0.4637,-0.9827,0.1869,-0.1762,2.0,3.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",0.2907,-1.2276,-0.4213,0.4637,0.8126,1.2386,-1.404,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.1625,-0.6142,-0.9391,1.8905,1.1963,-1.3186,-0.7613,3.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.1928,-0.043,-0.3047,-0.3498,-0.523,-1.7285,-1.0088,2.0,3.0,1.0,2.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",,-0.4045,0.6012,0.4637,0.5454,0.7301,-0.8273,3.0,2.0,2.0,2.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",,-1.2276,,0.4637,,1.2386,1.4685,,,,,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.5082,-0.6142,-0.9391,0.8794,-0.523,1.2386,-0.509,2.0,2.0,2.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.1625,-0.6142,-0.9391,0.4637,1.7411,-0.5928,-1.1351,1.0,1.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.1211,-0.6142,-0.3047,0.8207,0.2621,1.2386,-0.0939,4.0,,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",2.8415,-0.6142,-0.9391,0.4637,0.2621,0.7301,-0.3184,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,0.202,0.6012,-0.2006,0.2621,0.1869,-0.5665,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,0.6912,-2.1428,,-0.6723,,-1.1224,1.0,4.0,4.0,1.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.8633,2.0378,-0.1855,-0.862,1.7411,1.2386,-2.4306,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",0.2907,-1.2276,-1.4801,-0.0845,1.7411,-2.5705,-0.8364,1.0,2.0,2.0,2.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",0.2907,-0.6142,-0.9391,0.8794,0.9269,0.1038,-0.6913,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",,-0.2309,0.6012,0.4637,0.2621,0.5012,0.0348,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.1625,-0.6142,-0.9391,0.4637,1.7411,1.2386,-0.4984,3.0,2.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.7405,-0.043,0.9995,0.052,-0.267,-0.5928,-0.8632,3.0,2.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",0.2308,,-1.4801,0.3335,-0.9278,0.7301,-0.7683,3.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",3.8591,2.0378,0.6012,1.0109,0.2621,0.5012,0.1988,4.0,4.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,-0.6142,-0.9391,-0.687,0.2621,0.1869,-0.7654,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",2.896,0.2865,0.9995,1.3423,0.9759,1.2386,-0.2781,1.0,,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",0.2907,0.2865,0.6012,-0.2006,0.8126,-0.5928,-0.445,4.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.1625,-0.6142,-0.9391,0.4637,0.2621,1.2386,-0.1843,4.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",,0.0866,0.6012,0.4637,1.7411,0.6502,-0.9879,2.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,-0.6142,-0.9391,0.4637,1.7411,1.2386,-0.3184,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.1625,0.6912,1.6762,-1.4242,1.1963,1.2386,-0.224,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",2.9705,-0.6142,0.6012,0.4637,0.2621,1.2386,-0.0633,3.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.5082,0.202,-0.2119,0.052,1.1963,1.2386,0.2929,3.0,3.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.7926,2.0378,1.6762,-0.9598,1.7411,1.2386,-0.5485,4.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,-0.1532,-0.9391,-0.5722,0.2621,-0.5928,-0.0633,2.0,2.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.2327,0.0866,-0.1577,-0.0288,-0.7837,0.5012,-0.7362,2.0,4.0,1.0,1.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.1625,-1.9892,-0.9391,-0.687,-2.1464,-0.5928,-0.8273,2.0,3.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",,,,-0.9823,0.8126,0.5012,-0.4415,,,,,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,70.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",2.1379,0.6912,1.206,0.4637,-0.6232,1.2386,0.2929,1.0,3.0,1.0,1.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",0.7703,0.6912,0.6012,-0.9823,0.2621,0.1869,-0.7587,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",2.4601,-0.6142,-0.9391,0.4637,0.2621,0.3385,-0.3184,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",2.07,-0.6142,0.6012,0.4637,0.2621,0.1869,-0.3485,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.8633,0.2865,-0.9391,0.4637,0.2621,-0.5928,-1.0441,3.0,3.0,2.0,2.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",0.1462,0.6912,0.6012,-0.4342,-2.1464,0.6502,-0.0633,1.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.5699,-0.6142,0.6012,1.8905,0.8126,1.2386,1.4685,3.0,3.0,3.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,0.2865,0.6012,-0.687,0.2621,1.2386,-0.445,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,0.6912,-0.6447,0.4637,,,-0.5707,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",2.07,0.6912,0.6012,-1.8939,-2.1464,-1.1889,-1.1783,3.0,3.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.1625,0.6912,0.6012,0.8207,0.8126,-0.5928,-0.3184,3.0,3.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.1625,-0.6142,-0.9391,0.4637,-0.1652,-0.5928,-0.8826,3.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",,,,,,,,,,,,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",3.8591,1.1085,0.6012,-1.8939,-0.4276,1.2386,-0.6869,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",2.896,1.4734,1.2992,-0.4342,0.8126,1.2386,1.4685,4.0,4.0,3.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,2.0378,0.6012,0.3335,1.7411,0.5012,1.4326,3.0,3.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.8633,0.6912,0.6012,1.8905,0.2621,1.2386,-0.1843,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.7926,-0.6142,1.6762,1.0671,1.1963,0.6502,1.4685,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",0.6725,-0.6142,0.6012,0.052,0.2621,-0.5928,-1.2532,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",0.7294,-1.2276,1.6762,-0.3799,0.5454,-0.1064,-0.6869,3.0,2.0,2.0,2.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,1.0326,1.3256,1.3423,1.7411,0.7301,1.4685,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.1625,0.8147,1.0891,-1.0109,1.1963,0.7301,0.2968,4.0,4.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",2.9705,0.2865,1.6762,-0.687,0.9759,1.2386,-0.445,1.0,1.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.5346,-0.6142,-1.5068,-0.0845,-1.2188,-1.3186,-1.204,2.0,2.0,2.0,2.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.2618,0.6912,-0.2119,-0.0288,0.2621,1.2386,-0.5878,4.0,1.0,1.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",2.5101,0.6912,-0.5358,-0.2006,0.2621,0.1869,-0.1797,4.0,4.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",2.0327,0.202,0.6012,0.4637,-0.3121,1.2386,0.9303,4.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",0.7294,-0.1532,,0.1097,-0.267,-0.5928,-0.3184,2.0,3.0,2.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,-0.2309,0.6012,1.0944,1.1963,1.2386,0.9423,1.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",2.0987,1.2186,1.6762,1.8905,-0.4276,-0.3236,-0.0762,3.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",-0.7823,1.0326,1.6762,0.8794,1.7411,1.2386,0.4766,3.0,4.0,3.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",1.5699,0.6912,0.6012,-0.2006,0.2621,1.2386,-0.1216,3.0,3.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.8633,0.6912,0.6012,-0.2006,0.2621,0.7301,0.9423,3.0,3.0,2.0,2.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",0.2907,0.0866,-0.3047,,-0.4066,0.1038,-0.8294,3.0,3.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",1.7405,0.0866,,0.0208,0.2621,0.1869,-0.3184,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,,Very little,Very little,Not checked
National Capital Region,"NCR, Fourth District",0.2308,0.202,-1.5068,0.1097,-0.1652,-1.566,-1.0718,2.0,3.0,2.0,2.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",,2.0378,-0.6557,-1.4242,0.7845,-1.3186,-1.3463,1.0,2.0,1.0,2.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Fourth District",2.0327,-0.1532,1.2992,-0.687,-0.523,0.1038,-0.1843,3.0,2.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,,,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",2.0987,0.8147,-0.4213,0.4637,1.348,0.4094,-3.2367,3.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",-0.7823,0.6912,0.6012,0.052,0.2621,-0.5928,-0.224,3.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",-0.7823,1.563,0.6012,1.8905,1.1963,1.2386,0.3241,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",0.2907,0.202,-0.5107,1.1422,-0.1135,-0.5928,-0.7576,2.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",-0.7823,1.1085,1.206,-0.3799,0.2621,0.3385,-0.0553,3.0,3.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",2.07,0.2865,0.6012,0.4637,0.2621,1.2386,-0.7814,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,To some extent,Very little,Not checked
National Capital Region,"NCR, Second District",1.1625,-0.6142,-0.9391,1.8905,0.2621,-0.5928,-0.3184,4.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",-0.7823,0.552,1.6762,-0.9598,0.2621,1.2386,-0.0358,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",2.07,-0.6142,0.6012,0.4637,0.2621,1.2386,-0.9052,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.4812,0.8147,-0.8357,0.052,0.9759,-1.1176,-2.0836,2.0,,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,To some extent,Very little,Not checked
National Capital Region,"NCR, Second District",2.4122,2.0378,-0.9391,1.8905,0.2621,0.1038,-1.385,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",2.1776,2.0378,-0.5107,1.8905,0.2621,0.3385,-0.93,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.4721,-1.1126,0.6012,-0.4342,-0.1135,1.2386,-0.3184,3.0,3.0,3.0,2.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",1.1625,0.6912,0.6012,0.855,0.2621,0.7301,1.4685,4.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",2.896,1.563,1.6762,1.1422,0.9759,1.2386,-1.1728,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",1.2618,0.6912,1.6762,-0.687,0.2621,0.7301,0.0595,4.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",1.7145,-0.6142,0.6012,1.8905,-1.7389,-1.6203,-1.3241,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",1.1625,-0.6142,-0.9391,0.4637,0.2621,-1.8489,-0.9879,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",-0.7823,1.563,1.3256,1.3423,1.7411,0.7301,2.7249,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",-0.7823,2.0378,1.6762,1.8905,1.7411,1.2386,2.7249,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.2327,-0.4045,-0.9391,-0.687,-0.6723,1.2386,-0.5665,2.0,2.0,3.0,2.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
